xkoord,ykoord,kinder,random
8.510880125,47.32446982,0.33370206,0.658027491
8.511329283,47.32446982,0.36649439,0.570253386
8.511778441,47.32446982,0.39584565,1.299763997
8.512227598,47.32446982,0.39833158,0.926664601
8.512676756,47.32446982,0.40329558,0.901386399
8.513125914,47.32446982,0.39954349,1.358150963
8.513575071,47.32446982,0.38557485,0.947343382
8.514024229,47.32446982,0.39577892,1.18308733
8.514473386,47.32446982,0.44126752,1.138920335
8.514922544,47.32446982,0.48978397,1.180346732
8.515371702,47.32446982,0.55579156,1.179213144
8.515820859,47.32446982,0.61598837,0.655973145
8.516270017,47.32446982,0.66188568,0.763072446
8.517168332,47.32446982,0.67538607,0.956540259
8.51761749,47.32446982,0.63933933,1.069919571
8.501896973,47.32477428,0,0.658720069
8.50234613,47.32477428,0,0.930517702
8.502795288,47.32477428,0,0.566114419
8.503244445,47.32477428,0,0.387496981
8.503693603,47.32477428,0,0.300829785
8.504142761,47.32477428,0,0.859651325
8.504591918,47.32477428,0,0.414308037
8.505041076,47.32477428,0,0.105275748
8.505490234,47.32477428,0,0.303107878
8.505939391,47.32477428,0,0.694502106
8.506388549,47.32477428,0,0.1246442
8.506837707,47.32477428,0,0.766173218
8.507286864,47.32477428,0.00788307,0.627586208
8.507736022,47.32477428,0.02898322,0.156958881
8.508185179,47.32477428,0.0560403,0.442079257
8.508634337,47.32477428,0.12542355,0.843086014
8.509083495,47.32477428,0.18613441,0.74300626
8.509532652,47.32477428,0.24193172,1.140542656
8.50998181,47.32477428,0.32419306,0.807749711
8.510430968,47.32477428,0.39039341,0.57578112
8.510880125,47.32477428,0.43793255,0.438182004
8.511329283,47.32477428,0.46954757,0.97962533
8.511778441,47.32477428,0.51562732,1.456091182
8.512227598,47.32477428,0.53066927,1.306165844
8.512676756,47.32477428,0.53293908,0.92506673
8.513125914,47.32477428,0.51262605,0.757430797
8.513575071,47.32477428,0.49462444,0.831018485
8.514024229,47.32477428,0.54329681,0.796394695
8.514473386,47.32477428,0.6008147,1.215773822
8.514922544,47.32477428,0.67263442,1.596394926
8.515371702,47.32477428,0.74516714,1.672480339
8.515820859,47.32477428,0.79884201,1.195255976
8.516270017,47.32477428,0.85195947,1.746411746
8.516719175,47.32477428,0.87628627,1.42155662
8.517168332,47.32477428,0.86855096,1.503355527
8.51761749,47.32477428,0.82723409,1.210183418
8.518066648,47.32477428,0.7519362,1.298311131
8.518515805,47.32477428,0.6238274,0.692253442
8.518964963,47.32477428,0.49861848,0.525838105
8.501896973,47.32507874,0,0.858145449
8.50234613,47.32507874,0,0.493083864
8.502795288,47.32507874,0,0.015146128
8.503244445,47.32507874,0,0.962353667
8.503693603,47.32507874,0,0.318542869
8.504142761,47.32507874,0,0.21374176
8.504591918,47.32507874,0,0.006299312
8.505041076,47.32507874,0,0.020198191
8.505490234,47.32507874,0,0.644202222
8.505939391,47.32507874,0,0.114490537
8.506388549,47.32507874,0,0.232318448
8.506837707,47.32507874,0,0.281818493
8.507286864,47.32507874,0.00905966,0.849881413
8.507736022,47.32507874,0.04119624,0.399770624
8.508185179,47.32507874,0.07763477,0.737549411
8.508634337,47.32507874,0.15060872,0.779617246
8.509083495,47.32507874,0.23323815,0.808374319
8.509532652,47.32507874,0.31414643,0.657905143
8.50998181,47.32507874,0.38855022,0.446897344
8.510430968,47.32507874,0.46847108,1.036246584
8.510880125,47.32507874,0.52535349,1.064350535
8.511329283,47.32507874,0.59086275,1.114236981
8.511778441,47.32507874,0.62703699,0.871440084
8.512227598,47.32507874,0.63964838,0.95927956
8.512676756,47.32507874,0.64919001,1.286913433
8.513125914,47.32507874,0.63225311,1.123607327
8.513575071,47.32507874,0.60559976,1.575621775
8.514024229,47.32507874,0.66313362,1.417022845
8.514473386,47.32507874,0.71305299,0.882308148
8.514922544,47.32507874,0.79731148,1.652090165
8.515371702,47.32507874,0.89405745,0.944781942
8.515820859,47.32507874,0.98007131,1.182725449
8.516270017,47.32507874,1.03575742,1.249808436
8.516719175,47.32507874,1.07658029,1.801708939
8.517168332,47.32507874,1.08356071,1.596555232
8.51761749,47.32507874,1.03052354,1.442803107
8.518066648,47.32507874,0.94983858,1.610764111
8.518515805,47.32507874,0.81157207,1.342371193
8.518964963,47.32507874,0.65014189,1.13593897
8.519414121,47.32507874,0.49904293,0.535558346
8.501896973,47.32538319,0,0.182707909
8.50234613,47.32538319,0,0.589470133
8.502795288,47.32538319,0,0.708261489
8.503244445,47.32538319,0,0.377970915
8.503693603,47.32538319,0,0.385150116
8.504142761,47.32538319,0,0.000953341
8.504591918,47.32538319,0,0.361738001
8.505041076,47.32538319,0,0.576421099
8.505490234,47.32538319,0,0.13442498
8.505939391,47.32538319,0,0.054277457
8.506388549,47.32538319,0,0.435715993
8.506837707,47.32538319,0.00156755,0.74747441
8.507286864,47.32538319,0.0185961,0.251054057
8.507736022,47.32538319,0.05168659,0.48984759
8.508185179,47.32538319,0.0997597,0.180089126
8.508634337,47.32538319,0.19371426,0.502627765
8.509083495,47.32538319,0.26558504,1.232874612
8.509532652,47.32538319,0.3573623,0.488327949
8.50998181,47.32538319,0.45256409,0.757338617
8.510430968,47.32538319,0.53445458,0.607462034
8.510880125,47.32538319,0.60262537,1.170351264
8.511329283,47.32538319,0.65632266,0.856138807
8.511778441,47.32538319,0.71221548,1.268879119
8.512227598,47.32538319,0.73211676,1.389718076
8.512676756,47.32538319,0.73969072,1.034276392
8.513125914,47.32538319,0.71942711,1.629380159
8.513575071,47.32538319,0.71356302,0.967662741
8.514024229,47.32538319,0.78865141,1.304169859
8.514473386,47.32538319,0.85139906,1.038507393
8.514922544,47.32538319,0.95842373,1.875902693
8.515371702,47.32538319,1.03181207,1.94970669
8.515820859,47.32538319,1.14097595,1.804160727
8.516270017,47.32538319,1.27746439,1.545160678
8.516719175,47.32538319,1.28736579,2.203588345
8.517168332,47.32538319,1.29309881,1.524676726
8.51761749,47.32538319,1.24525416,2.000019803
8.518066648,47.32538319,1.14221859,1.815808436
8.518515805,47.32538319,0.97661227,1.026051808
8.518964963,47.32538319,0.79593754,1.094920884
8.519414121,47.32538319,0.60911328,0.784667021
8.519863278,47.32538319,0.44860882,1.192412242
8.520312436,47.32538319,0.31746989,1.275524417
8.520761593,47.32538319,0.14283437,0.194555907
8.521210751,47.32538319,0.05487322,1.035152915
8.521659909,47.32538319,0.01002057,0.082413884
8.522109066,47.32538319,0.00344323,0.594046327
8.522558224,47.32538319,0,0.788234346
8.523007382,47.32538319,0,0.114091846
8.501896973,47.32568765,0,0.89001889
8.50234613,47.32568765,0,0.592107274
8.502795288,47.32568765,0,0.221796645
8.503244445,47.32568765,0,0.087610667
8.503693603,47.32568765,0,0.917247458
8.504142761,47.32568765,0,0.255191209
8.504591918,47.32568765,0,0.678110157
8.505041076,47.32568765,0,0.927495383
8.505490234,47.32568765,0,0.98133576
8.505939391,47.32568765,0,0.48658541
8.506388549,47.32568765,0,0.684426733
8.506837707,47.32568765,0.00470264,0.035185909
8.507286864,47.32568765,0.02851712,0.384068676
8.507736022,47.32568765,0.0563724,0.852323239
8.508185179,47.32568765,0.11528856,0.590217303
8.508634337,47.32568765,0.20509633,0.973387019
8.509083495,47.32568765,0.28687713,0.471352128
8.509532652,47.32568765,0.38549113,1.107160643
8.50998181,47.32568765,0.48831585,0.702922247
8.510430968,47.32568765,0.57613963,0.690075446
8.510880125,47.32568765,0.65521663,1.335182712
8.511329283,47.32568765,0.71007496,1.669213111
8.511778441,47.32568765,0.77772605,1.700061235
8.512227598,47.32568765,0.79431123,0.852557701
8.512676756,47.32568765,0.79695064,1.61317133
8.513125914,47.32568765,0.78148454,1.282524345
8.513575071,47.32568765,0.78159249,1.001347996
8.514024229,47.32568765,0.85373354,1.779886081
8.514473386,47.32568765,0.91626191,1.073764195
8.514922544,47.32568765,1.10073018,1.802507347
8.515371702,47.32568765,1.21931767,1.790828531
8.515820859,47.32568765,1.38628638,1.615552553
8.516270017,47.32568765,1.4449656,1.729378435
8.516719175,47.32568765,1.50925553,1.992497979
8.517168332,47.32568765,1.51679707,1.905331417
8.51761749,47.32568765,1.45602334,1.675031709
8.518066648,47.32568765,1.28549016,1.759175946
8.518515805,47.32568765,1.10564733,2.017506763
8.518964963,47.32568765,0.9367249,1.914021163
8.519414121,47.32568765,0.74267721,1.483183209
8.519863278,47.32568765,0.53242302,1.096415436
8.520312436,47.32568765,0.37355581,1.188338119
8.520761593,47.32568765,0.182981,0.742538215
8.521210751,47.32568765,0.06680439,0.144450707
8.521659909,47.32568765,0.0137164,0.90265165
8.522109066,47.32568765,0.00972638,0.930869764
8.522558224,47.32568765,0,0.771937491
8.523007382,47.32568765,0,0.70141019
8.524354855,47.32568765,0,0.382531061
8.524804012,47.32568765,0,0.456572453
8.501896973,47.3259921,0,0.178706015
8.50234613,47.3259921,0,0.732856936
8.502795288,47.3259921,0,0.84522328
8.503244445,47.3259921,0,0.272903169
8.503693603,47.3259921,0,0.314997878
8.504142761,47.3259921,0,0.271324643
8.504591918,47.3259921,0,0.527347956
8.505041076,47.3259921,0,0.359302084
8.505490234,47.3259921,0,0.52886142
8.505939391,47.3259921,0,0.93285393
8.506388549,47.3259921,0,0.066332263
8.506837707,47.3259921,0,0.648641867
8.507286864,47.3259921,0.02497713,0.717112224
8.507736022,47.3259921,0.06311397,0.14138871
8.508185179,47.3259921,0.11408251,0.426842744
8.508634337,47.3259921,0.21123151,1.154833866
8.509083495,47.3259921,0.30355278,0.750226139
8.509532652,47.3259921,0.3945801,0.57012509
8.50998181,47.3259921,0.49986157,0.686677527
8.510430968,47.3259921,0.58912289,1.489160158
8.510880125,47.3259921,0.67815065,0.944946284
8.511329283,47.3259921,0.73911917,1.305775253
8.511778441,47.3259921,0.79577953,1.430755946
8.512227598,47.3259921,0.82068586,1.39460323
8.512676756,47.3259921,0.81693006,1.457983504
8.513125914,47.3259921,0.80165672,1.351151829
8.513575071,47.3259921,0.78622949,1.217497039
8.514024229,47.3259921,0.92285883,1.519482864
8.514473386,47.3259921,1.0824337,1.692792475
8.514922544,47.3259921,1.23417842,1.66291394
8.515371702,47.3259921,1.35641384,2.256672299
8.515820859,47.3259921,1.50642514,2.29569187
8.516270017,47.3259921,1.63307822,2.397170238
8.516719175,47.3259921,1.69285333,2.12999343
8.517168332,47.3259921,1.694435,2.635722929
8.51761749,47.3259921,1.5823133,2.454854538
8.518066648,47.3259921,1.48405385,2.440432921
8.518515805,47.3259921,1.29653132,1.424695987
8.518964963,47.3259921,1.03798711,1.817687339
8.519414121,47.3259921,0.83567864,1.178231086
8.519863278,47.3259921,0.64160019,1.548625582
8.520312436,47.3259921,0.45134717,1.352951711
8.520761593,47.3259921,0.22393586,0.223966763
8.521210751,47.3259921,0.07852366,0.498236284
8.521659909,47.3259921,0.01765494,0.207400847
8.522109066,47.3259921,0.01251923,0.482547285
8.522558224,47.3259921,0.00378165,0.73758025
8.523007382,47.3259921,0,0.276044684
8.523456539,47.3259921,0,0.250145126
8.523905697,47.3259921,0,0.041251299
8.524354855,47.3259921,0,0.211621488
8.524804012,47.3259921,0,0.814854386
8.50234613,47.32629655,0,0.98254255
8.502795288,47.32629655,0,0.627299793
8.503244445,47.32629655,0,0.674336632
8.503693603,47.32629655,0,0.030873488
8.504142761,47.32629655,0,0.559530636
8.504591918,47.32629655,0,0.552064919
8.505041076,47.32629655,0,0.869418115
8.505490234,47.32629655,0,0.754246868
8.505939391,47.32629655,0,0.256214656
8.506388549,47.32629655,0,0.743930528
8.506837707,47.32629655,0.00470264,0.377754217
8.507286864,47.32629655,0.02332101,0.404236886
8.507736022,47.32629655,0.05734448,0.378226646
8.508185179,47.32629655,0.12002844,0.584588667
8.508634337,47.32629655,0.20658521,1.140135288
8.509083495,47.32629655,0.28645298,0.878949254
8.509532652,47.32629655,0.39286447,0.962911891
8.50998181,47.32629655,0.48725855,0.701956413
8.510430968,47.32629655,0.57641643,1.504234759
8.510880125,47.32629655,0.6619792,1.059500871
8.511329283,47.32629655,0.7177707,1.624746534
8.511778441,47.32629655,0.75466359,1.005143767
8.512227598,47.32629655,0.79296494,1.699243017
8.512676756,47.32629655,0.79723012,0.883712106
8.513125914,47.32629655,0.78361452,1.639884473
8.513575071,47.32629655,0.88849366,1.347589091
8.514024229,47.32629655,1.02674675,1.240727255
8.514473386,47.32629655,1.1513325,1.234096521
8.514922544,47.32629655,1.28210306,1.966745806
8.515371702,47.32629655,1.42829263,1.724272298
8.515820859,47.32629655,1.58386636,2.311411317
8.516270017,47.32629655,1.70969844,2.110898044
8.516719175,47.32629655,1.79367614,1.822067052
8.517168332,47.32629655,1.81734371,1.850255572
8.51761749,47.32629655,1.74464607,2.601750426
8.518066648,47.32629655,1.59112442,2.355683327
8.518515805,47.32629655,1.38164628,1.587675952
8.518964963,47.32629655,1.17362928,2.143516813
8.519414121,47.32629655,0.92665547,1.023235443
8.519863278,47.32629655,0.70294797,1.465285565
8.520312436,47.32629655,0.50467402,1.247860405
8.520761593,47.32629655,0.29310033,0.994511129
8.521210751,47.32629655,0.17779928,0.884688126
8.521659909,47.32629655,0.07479209,0.155536466
8.522109066,47.32629655,0.01515238,0.050392536
8.522558224,47.32629655,0.01009366,0.737309517
8.523007382,47.32629655,0,0.593361535
8.523456539,47.32629655,0,0.476731283
8.523905697,47.32629655,0,0.673821689
8.524354855,47.32629655,0,0.306309749
8.524804012,47.32629655,0,0.746325355
8.52525317,47.32629655,0,0.746431112
8.50234613,47.32660099,0,0.97002573
8.502795288,47.32660099,0,0.83001347
8.503244445,47.32660099,0,0.006924313
8.503693603,47.32660099,0,0.097317917
8.504142761,47.32660099,0,0.087768401
8.504591918,47.32660099,0,0.581548033
8.505041076,47.32660099,0,0.812428067
8.505490234,47.32660099,0,0.879552987
8.505939391,47.32660099,0,0.233098179
8.506388549,47.32660099,0,0.361350596
8.506837707,47.32660099,0.00470264,0.440704562
8.507286864,47.32660099,0.02517351,1.019532417
8.507736022,47.32660099,0.05186743,0.647514802
8.508185179,47.32660099,0.10319995,0.343719492
8.508634337,47.32660099,0.18128724,0.277025441
8.509083495,47.32660099,0.26049998,0.346801338
8.509532652,47.32660099,0.35396603,0.93166287
8.50998181,47.32660099,0.44814262,1.36120431
8.510430968,47.32660099,0.53148907,1.041543624
8.510880125,47.32660099,0.61797184,0.934334097
8.511329283,47.32660099,0.66666067,1.531252499
8.511778441,47.32660099,0.70219529,1.273185769
8.512227598,47.32660099,0.73637885,1.068275722
8.512676756,47.32660099,0.74582678,1.034153308
8.513125914,47.32660099,0.77845877,0.790625421
8.513575071,47.32660099,0.84531212,0.945773132
8.514024229,47.32660099,0.97831404,1.547457008
8.514473386,47.32660099,1.12877119,1.956283254
8.514922544,47.32660099,1.29762673,1.925717956
8.515371702,47.32660099,1.44476402,2.239805651
8.515820859,47.32660099,1.61218548,2.395130922
8.516270017,47.32660099,1.7552135,2.275451068
8.516719175,47.32660099,1.84242737,2.547256717
8.517168332,47.32660099,1.85630643,2.780936829
8.51761749,47.32660099,1.79194558,2.089157753
8.518066648,47.32660099,1.67139244,2.207985644
8.518515805,47.32660099,1.49147177,2.174132261
8.518964963,47.32660099,1.24063253,2.083531178
8.519414121,47.32660099,0.96722203,1.793816533
8.519863278,47.32660099,0.773229,0.857050807
8.520312436,47.32660099,0.56462419,0.639021478
8.520761593,47.32660099,0.33763587,0.908804141
8.521210751,47.32660099,0.17902415,0.922211073
8.521659909,47.32660099,0.07977065,0.292713707
8.522109066,47.32660099,0.04995548,0.413235725
8.522558224,47.32660099,0.01148752,0.597837879
8.523007382,47.32660099,0,0.568555825
8.523456539,47.32660099,0,0.488269711
8.523905697,47.32660099,0,0.26806024
8.524354855,47.32660099,0,0.486018144
8.524804012,47.32660099,0,0.383314568
8.52525317,47.32660099,0,0.465254727
8.50234613,47.32690544,0,0.384136053
8.502795288,47.32690544,0,0.704118899
8.503244445,47.32690544,0,0.499978613
8.503693603,47.32690544,0,0.683530184
8.504142761,47.32690544,0,0.902772318
8.504591918,47.32690544,0,0.06699446
8.505041076,47.32690544,0,0.582252836
8.505490234,47.32690544,0,0.816773291
8.505939391,47.32690544,0,0.819687113
8.506388549,47.32690544,0,0.326127807
8.506837707,47.32690544,0,0.28518487
8.507286864,47.32690544,0.01391539,0.916846474
8.507736022,47.32690544,0.04960064,0.204326935
8.508185179,47.32690544,0.09350955,0.998063047
8.508634337,47.32690544,0.14465949,0.336657632
8.509083495,47.32690544,0.2296548,0.316972827
8.509532652,47.32690544,0.31045055,0.813003643
8.50998181,47.32690544,0.39277405,1.311970177
8.510430968,47.32690544,0.46727526,1.038583526
8.510880125,47.32690544,0.54462487,1.115986454
8.511329283,47.32690544,0.59339589,1.278640765
8.511778441,47.32690544,0.62291473,1.016437738
8.512227598,47.32690544,0.628066,1.516021939
8.512676756,47.32690544,0.6613583,1.418858913
8.513125914,47.32690544,0.78412169,1.013790719
8.513575071,47.32690544,0.81475097,1.689418787
8.514024229,47.32690544,0.9138177,1.374725485
8.514473386,47.32690544,1.11146045,2.025266832
8.514922544,47.32690544,1.28304935,2.157843431
8.515371702,47.32690544,1.44421554,2.26354951
8.515820859,47.32690544,1.60723484,2.154729932
8.516270017,47.32690544,1.73858452,2.715773377
8.516719175,47.32690544,1.82539213,2.125385538
8.517168332,47.32690544,1.87335503,2.378419718
8.51761749,47.32690544,1.79149628,1.900096638
8.518066648,47.32690544,1.67898607,2.196860192
8.518515805,47.32690544,1.50454271,1.646972724
8.518964963,47.32690544,1.25504231,2.037004958
8.519414121,47.32690544,1.04596615,1.784394355
8.519863278,47.32690544,0.79511452,1.188627274
8.520312436,47.32690544,0.57121265,1.108338735
8.520761593,47.32690544,0.38160297,1.068881802
8.521210751,47.32690544,0.24346018,0.459109664
8.521659909,47.32690544,0.12691392,0.342965631
8.522109066,47.32690544,0.06296606,0.460386261
8.522558224,47.32690544,0.02606638,0.79693112
8.523007382,47.32690544,0.0031351,0.083462028
8.523456539,47.32690544,0,0.088564403
8.523905697,47.32690544,0,0.594181923
8.524354855,47.32690544,0,0.846430261
8.524804012,47.32690544,0,0.055933768
8.52525317,47.32690544,0,0.272037899
8.50234613,47.32720989,0,0.09664807
8.502795288,47.32720989,0,0.476787698
8.503244445,47.32720989,0,0.089170243
8.503693603,47.32720989,0,0.254170422
8.504142761,47.32720989,0,0.669767498
8.504591918,47.32720989,0,0.125077563
8.505041076,47.32720989,0,0.943284936
8.505490234,47.32720989,0,0.011870564
8.505939391,47.32720989,0,0.774856476
8.506388549,47.32720989,0,0.821928891
8.506837707,47.32720989,0,0.009634817
8.507286864,47.32720989,0.01230426,0.469722081
8.507736022,47.32720989,0.03026752,0.537593757
8.508185179,47.32720989,0.07338171,0.40158441
8.508634337,47.32720989,0.12008541,0.325943081
8.509083495,47.32720989,0.18384467,0.510841943
8.509532652,47.32720989,0.24596396,0.692543889
8.50998181,47.32720989,0.32703635,0.81773976
8.510430968,47.32720989,0.38479778,1.201028368
8.510880125,47.32720989,0.45637801,1.455233395
8.511329283,47.32720989,0.49439335,0.616227785
8.511778441,47.32720989,0.52800632,0.583298523
8.512227598,47.32720989,0.54057562,0.885332282
8.512676756,47.32720989,0.59299707,1.441988866
8.513125914,47.32720989,0.69379735,1.218200961
8.513575071,47.32720989,0.76298195,0.824670117
8.514024229,47.32720989,0.85945988,1.111598619
8.514473386,47.32720989,1.05319393,1.058344389
8.514922544,47.32720989,1.23098099,1.547638965
8.515371702,47.32720989,1.40987682,2.326763137
8.515820859,47.32720989,1.5628407,1.800855919
8.516270017,47.32720989,1.71137023,1.946529073
8.516719175,47.32720989,1.7621721,2.003331259
8.517168332,47.32720989,1.79938126,2.795287136
8.51761749,47.32720989,1.73829401,2.343193551
8.518066648,47.32720989,1.63566279,2.471070469
8.518515805,47.32720989,1.4755826,1.661422777
8.518964963,47.32720989,1.28279245,2.120500002
8.519414121,47.32720989,1.04805291,1.733328944
8.519863278,47.32720989,0.789177,1.702539631
8.520312436,47.32720989,0.59031552,1.075238992
8.520761593,47.32720989,0.42126179,1.019279875
8.521210751,47.32720989,0.28013822,0.376934672
8.521659909,47.32720989,0.16004704,0.343231456
8.522109066,47.32720989,0.10735975,0.468161213
8.522558224,47.32720989,0.05141574,0.626979457
8.523007382,47.32720989,0.00470264,0.348153729
8.523456539,47.32720989,0,0.756804661
8.523905697,47.32720989,0,0.610957716
8.524354855,47.32720989,0,0.591272638
8.524804012,47.32720989,0,0.848643937
8.52525317,47.32720989,0,0.415948852
8.526600643,47.32720989,0,0.661410356
8.50234613,47.32751433,0,0.170187523
8.502795288,47.32751433,0,0.23373768
8.503244445,47.32751433,0,0.054714238
8.503693603,47.32751433,0,0.16838213
8.504142761,47.32751433,0,0.951810649
8.504591918,47.32751433,0,0.342043525
8.505041076,47.32751433,0,0.129885196
8.505490234,47.32751433,0,0.798826124
8.505939391,47.32751433,0,0.257091804
8.506388549,47.32751433,0,0.88871053
8.506837707,47.32751433,0,0.406713853
8.507286864,47.32751433,0.00567247,0.997231017
8.507736022,47.32751433,0.02103016,0.930827058
8.508185179,47.32751433,0.05442466,0.653973143
8.508634337,47.32751433,0.08808999,0.144231414
8.509083495,47.32751433,0.1275306,0.764154349
8.509532652,47.32751433,0.18300377,0.288530832
8.50998181,47.32751433,0.23548687,0.57791151
8.510430968,47.32751433,0.30124381,0.715717887
8.510880125,47.32751433,0.35910669,0.500174075
8.511329283,47.32751433,0.40182588,0.59043416
8.511778441,47.32751433,0.42837346,0.60890958
8.512227598,47.32751433,0.44054258,0.546169921
8.512676756,47.32751433,0.50058126,1.422136728
