xkoord,ykoord,kinder
8.55714,47.42029,3.519500017
8.55894,47.42029,2.740499973
8.56972,47.42029,3.067300081
8.57152,47.42029,3.180299997
8.57331,47.42029,2.473099947
8.4727,47.41907,0.651600003
8.4745,47.41907,2.16869998
8.47629,47.41907,4.738800049
8.47809,47.41907,6.920100212
8.47989,47.41907,7.60890007
8.48168,47.41907,7.262499809
8.48348,47.41907,5.438799858
8.48528,47.41907,3.073800087
8.48707,47.41907,1.382099986
8.48887,47.41907,0.392500013
8.49067,47.41907,0
8.49246,47.41907,0
8.49426,47.41907,0.453999996
8.49606,47.41907,2.927599907
8.49785,47.41907,5.586100101
8.49965,47.41907,8.723199844
8.50145,47.41907,12.0539999
8.50324,47.41907,14.76889992
8.50504,47.41907,16.97579956
8.50684,47.41907,20.17440033
8.50863,47.41907,21.22680092
8.51043,47.41907,21.6189003
8.51223,47.41907,20.08729935
8.51402,47.41907,16.73959923
8.51582,47.41907,12.46700001
8.51762,47.41907,7.734399796
8.51941,47.41907,4.144199848
8.52121,47.41907,2.417200089
8.52301,47.41907,1.971400023
8.5248,47.41907,3.011600018
8.5266,47.41907,4.338200092
8.5284,47.41907,6.732999802
8.53019,47.41907,8.854200363
8.53199,47.41907,10.8828001
8.53379,47.41907,13.53349972
8.53558,47.41907,15.45610046
8.53738,47.41907,17.69680023
8.53918,47.41907,18.20859909
8.54097,47.41907,18.11389923
8.54277,47.41907,17.35540009
8.54457,47.41907,16.29220009
8.54636,47.41907,15.35039997
8.54816,47.41907,14.02429962
8.54996,47.41907,11.49440002
8.55175,47.41907,8.78180027
8.55355,47.41907,6.267399788
8.55535,47.41907,5.202000141
8.55714,47.41907,4.70389986
8.55894,47.41907,4.171700001
8.56074,47.41907,3.768899918
8.56253,47.41907,2.469799995
8.56972,47.41907,6.563700199
8.57152,47.41907,6.914199829
8.57331,47.41907,5.757599831
8.46911,47.41786,0.0063
8.47091,47.41786,0.2588
8.4727,47.41786,1.651900053
8.4745,47.41786,4.797399998
8.47629,47.41786,8.413499832
8.47809,47.41786,11.41689968
8.47989,47.41786,12.86460018
8.48168,47.41786,12.04730034
8.48348,47.41786,9.181200027
8.48528,47.41786,5.792500019
8.48707,47.41786,2.639499903
8.48887,47.41786,0.95450002
8.49067,47.41786,0.251399994
8.49246,47.41786,0
8.49426,47.41786,0.0217
8.49606,47.41786,0.495900005
8.49785,47.41786,1.94509995
8.49965,47.41786,4.231200218
8.50145,47.41786,5.711699963
8.50324,47.41786,8.699000359
8.50504,47.41786,12.43120003
8.50684,47.41786,16.06459999
8.50863,47.41786,19.67350006
8.51043,47.41786,21.45089912
8.51223,47.41786,21.49329948
8.51402,47.41786,19.3567009
8.51582,47.41786,14.96319962
8.51762,47.41786,10.46350002
8.51941,47.41786,6.605500221
8.52121,47.41786,4.867099762
8.52301,47.41786,4.534999847
8.5248,47.41786,5.853600025
8.5266,47.41786,8.299599648
8.5284,47.41786,10.4921999
8.53019,47.41786,12.6566
8.53199,47.41786,14.7116003
8.53379,47.41786,16.38100052
8.53558,47.41786,17.74679947
8.53738,47.41786,19.44610023
8.53918,47.41786,20.43440056
8.54097,47.41786,20.88750076
8.54277,47.41786,20.3682003
8.54457,47.41786,18.75289917
8.54636,47.41786,16.55209923
8.54816,47.41786,14.24330044
8.54996,47.41786,10.79500008
8.55175,47.41786,8.011199951
8.55355,47.41786,6.385099888
8.55535,47.41786,5.556600094
8.55714,47.41786,6.271699905
8.55894,47.41786,6.87349987
8.56074,47.41786,6.890600204
8.56253,47.41786,5.477499962
8.56792,47.41786,8.437999725
8.56972,47.41786,10.17920017
8.57152,47.41786,10.47649956
8.57331,47.41786,8.739299774
8.47091,47.41664,0.573899984
8.4727,47.41664,2.885999918
8.4745,47.41664,6.60860014
8.47629,47.41664,11.05920029
8.47809,47.41664,15.1182003
8.47989,47.41664,16.9090004
8.48168,47.41664,15.82260036
8.48348,47.41664,12.36530018
8.48528,47.41664,7.96089983
8.48707,47.41664,4.170899868
8.48887,47.41664,1.807600021
8.49067,47.41664,0.493600011
8.49246,47.41664,0.0823
8.49426,47.41664,0
8.49606,47.41664,0.035799999
8.49785,47.41664,0.413899988
8.49965,47.41664,1.29489994
8.50145,47.41664,2.736000061
8.50324,47.41664,4.955599785
8.50504,47.41664,8.731300354
8.50684,47.41664,12.87709999
8.50863,47.41664,17.33869934
8.51043,47.41664,20.48320007
8.51223,47.41664,21.92569923
8.51402,47.41664,20.8614006
8.51582,47.41664,17.55820084
8.51762,47.41664,13.57730007
8.51941,47.41664,9.83259964
8.52121,47.41664,7.24630022
8.52301,47.41664,7.243199825
8.5248,47.41664,8.93999958
8.5266,47.41664,11.35200024
8.5284,47.41664,13.81750011
8.53019,47.41664,15.98950005
8.53199,47.41664,17.23489952
8.53379,47.41664,17.86219978
8.53558,47.41664,18.65859985
8.53738,47.41664,19.80010033
8.53918,47.41664,20.56550026
8.54097,47.41664,21.09460068
8.54277,47.41664,21.05750084
8.54457,47.41664,19.74489975
8.54636,47.41664,17.33569908
8.54816,47.41664,13.8100996
8.54996,47.41664,10.0927
8.55175,47.41664,7.211299896
8.55355,47.41664,6.040400028
8.55535,47.41664,6.373300076
8.55714,47.41664,8.43789959
8.55894,47.41664,10.26449966
8.56074,47.41664,10.96049976
8.56253,47.41664,10.15789986
8.56433,47.41664,9.913399696
8.56613,47.41664,10.25909996
8.56792,47.41664,12.22480011
8.56972,47.41664,13.51210022
8.57152,47.41664,13.22770023
8.57331,47.41664,10.66530037
8.46911,47.41542,0.044
8.47091,47.41542,0.872099996
8.4727,47.41542,3.399399996
8.4745,47.41542,7.177800179
8.47629,47.41542,12.09010029
8.47809,47.41542,16.32029915
8.47989,47.41542,18.27260017
8.48168,47.41542,17.43580055
8.48348,47.41542,14.24790001
8.48528,47.41542,9.62349987
8.48707,47.41542,5.734700203
8.48887,47.41542,2.675299883
8.49067,47.41542,1.103500009
8.49246,47.41542,0.302399993
8.49426,47.41542,0.054900002
8.49606,47.41542,0.018300001
8.49785,47.41542,0.0616
8.49965,47.41542,0.326700002
8.50145,47.41542,1.090299964
8.50324,47.41542,2.953700066
8.50504,47.41542,5.682899952
8.50684,47.41542,9.475600243
8.50863,47.41542,13.5635004
8.51043,47.41542,17.64279938
8.51223,47.41542,19.95689964
8.51402,47.41542,20.22629929
8.51582,47.41542,18.09199905
8.51762,47.41542,14.74950027
8.51941,47.41542,11.55990028
8.52121,47.41542,9.504599571
8.52301,47.41542,9.271400452
8.5248,47.41542,11.05280018
8.5266,47.41542,13.54829979
8.5284,47.41542,16.4885006
8.53019,47.41542,17.97789955
8.53199,47.41542,18.43120003
8.53379,47.41542,18.86669922
8.53558,47.41542,18.82900047
8.53738,47.41542,18.94449997
8.53918,47.41542,19.21789932
8.54097,47.41542,19.32690048
8.54277,47.41542,19.68650055
8.54457,47.41542,18.45739937
8.54636,47.41542,16.07509995
8.54816,47.41542,12.5770998
8.54996,47.41542,8.781399727
8.55175,47.41542,6.826700211
8.55355,47.41542,5.922699928
8.55535,47.41542,7.3895998
8.55714,47.41542,10.3980999
8.55894,47.41542,13.33059978
8.56074,47.41542,14.96220016
8.56253,47.41542,14.99069977
8.56433,47.41542,14.26749992
8.56613,47.41542,14.7031002
8.56792,47.41542,15.05799961
8.56972,47.41542,15.47039986
8.57152,47.41542,14.20670033
8.57331,47.41542,10.89850044
8.46911,47.41421,0.157100007
8.47091,47.41421,0.792400002
8.4727,47.41421,2.676399946
8.4745,47.41421,6.424499989
8.47629,47.41421,10.79699993
8.47809,47.41421,14.49400043
8.47989,47.41421,16.92210007
8.48168,47.41421,16.53680038
8.48348,47.41421,14.11750031
8.48528,47.41421,10.41740036
8.48707,47.41421,6.472300053
8.48887,47.41421,3.5552001
8.49067,47.41421,2.040199995
8.49246,47.41421,0.878700018
8.49426,47.41421,0.344999999
8.49606,47.41421,0.0189
8.49785,47.41421,0.018300001
8.49965,47.41421,0.0792
8.50145,47.41421,0.245800003
8.50324,47.41421,1.549200058
8.50504,47.41421,3.42140007
8.50684,47.41421,6.028800011
8.50863,47.41421,9.365400314
8.51043,47.41421,13.22710037
8.51223,47.41421,16.10339928
8.51402,47.41421,17.47590065
8.51582,47.41421,16.50819969
8.51762,47.41421,14.19610023
8.51941,47.41421,11.46800041
8.52121,47.41421,10.0927
8.52301,47.41421,9.947299957
8.5248,47.41421,11.66390038
8.5266,47.41421,14.48690033
8.5284,47.41421,16.92630005
8.53019,47.41421,18.76259995
8.53199,47.41421,19.96190071
8.53379,47.41421,18.84889984
8.53558,47.41421,18.63730049
8.53738,47.41421,17.99869919
8.53918,47.41421,17.31550026
8.54097,47.41421,16.77949905
8.54277,47.41421,17.12179947
8.54457,47.41421,15.94229984
8.54636,47.41421,13.86209965
8.54816,47.41421,10.9659996
8.54996,47.41421,8.624300003
8.55175,47.41421,6.909699917
8.55355,47.41421,6.680099964
8.55535,47.41421,8.887299538
8.55714,47.41421,12.9399004
8.55894,47.41421,16.69020081
8.56074,47.41421,18.84140015
8.56253,47.41421,18.94020081
8.56433,47.41421,18.07250023
8.56613,47.41421,17.4484005
8.56792,47.41421,17.1882
8.56972,47.41421,16.16150093
8.57152,47.41421,13.93929958
8.57331,47.41421,10.91639996
8.46911,47.41299,0
8.47091,47.41299,0.396699995
8.4727,47.41299,1.89349997
8.4745,47.41299,4.322899818
8.47629,47.41299,7.553999901
8.47809,47.41299,10.86410046
8.47989,47.41299,12.96500015
8.48168,47.41299,13.64780045
8.48348,47.41299,12.47350025
8.48528,47.41299,9.73690033
8.48707,47.41299,7.129799843
8.48887,47.41299,4.902599812
8.49067,47.41299,2.95720005
8.49246,47.41299,1.586799979
8.49426,47.41299,1.01030004
8.49606,47.41299,0.716499984
8.49785,47.41299,0.221699998
8.49965,47.41299,0.159400001
8.50145,47.41299,0.103500001
8.50324,47.41299,0.775699973
8.50504,47.41299,1.935500026
8.50684,47.41299,3.625
8.50863,47.41299,6.281300068
8.51043,47.41299,8.996399879
8.51223,47.41299,11.92440033
8.51402,47.41299,13.43789959
8.51582,47.41299,13.21710014
8.51762,47.41299,11.7823
8.51941,47.41299,10.02589989
8.52121,47.41299,8.645000458
8.52301,47.41299,9.476799965
8.5248,47.41299,11.19180012
8.5266,47.41299,13.62510014
8.5284,47.41299,16.66069984
8.53019,47.41299,18.8185997
8.53199,47.41299,19.81830025
8.53379,47.41299,19.76169968
8.53558,47.41299,18.38360023
8.53738,47.41299,16.55419922
8.53918,47.41299,15.4691
8.54097,47.41299,14.31620026
8.54277,47.41299,13.82909966
8.54457,47.41299,13.02210045
8.54636,47.41299,11.87320042
8.54816,47.41299,10.37950039
8.54996,47.41299,9.288900375
8.55175,47.41299,8.665300369
8.55355,47.41299,8.885299683
8.55535,47.41299,11.0607996
8.55714,47.41299,14.87950039
8.55894,47.41299,19.04879951
8.56074,47.41299,21.46780014
8.56253,47.41299,21.69210052
8.56433,47.41299,21.01099968
8.56613,47.41299,19.52969933
8.56792,47.41299,17.92560005
8.56972,47.41299,15.83889961
8.57152,47.41299,13.77130032
8.57331,47.41299,10.83399963
8.47091,47.41178,0.228599995
8.4727,47.41178,0.89349997
8.47629,47.41178,4.302800179
8.47809,47.41178,6.843400002
8.47989,47.41178,9.22329998
8.48168,47.41178,10.73200035
8.48348,47.41178,10.5862999
8.48528,47.41178,9.648799896
8.48707,47.41178,8.526900291
8.48887,47.41178,6.656099796
8.49067,47.41178,4.576200008
8.49246,47.41178,3.545200109
8.49426,47.41178,2.701999903
8.49606,47.41178,2.200099945
8.49785,47.41178,1.503299952
8.49965,47.41178,1.050199986
8.50145,47.41178,0.504000008
8.50324,47.41178,0.480800003
8.50504,47.41178,0.994099975
8.50684,47.41178,1.779099941
8.50863,47.41178,3.363699913
8.51043,47.41178,5.445000172
8.51223,47.41178,7.559800148
8.51402,47.41178,8.871199608
8.51582,47.41178,9.234900475
8.51762,47.41178,8.163000107
8.51941,47.41178,6.95720005
8.52121,47.41178,6.339799881
8.52301,47.41178,7.155200005
8.5248,47.41178,9.1729002
8.5266,47.41178,11.97700024
8.5284,47.41178,15.33839989
8.53019,47.41178,18.68250084
8.53199,47.41178,20.62649918
8.53379,47.41178,21.33839989
8.53558,47.41178,20.05979919
8.53738,47.41178,17.66230011
8.53918,47.41178,14.54419994
8.54097,47.41178,12.22900009
8.54277,47.41178,11.42640018
8.54457,47.41178,10.90620041
8.54636,47.41178,10.6633997
8.54816,47.41178,10.83790016
8.54996,47.41178,10.57320023
8.55175,47.41178,10.84819984
8.55355,47.41178,11.0600996
8.55535,47.41178,13.57820034
8.55714,47.41178,17.18350029
8.55894,47.41178,20.88190079
8.56074,47.41178,23.59560013
8.56253,47.41178,23.9965992
8.56433,47.41178,22.37949944
8.56613,47.41178,20.64310074
8.56792,47.41178,17.96310043
8.56972,47.41178,15.42870045
8.57152,47.41178,13.78499985
8.57331,47.41178,11.86450005
8.57511,47.41178,10.86849976
8.57691,47.41178,11.26010036
8.47629,47.41056,2.027100086
8.47809,47.41056,3.896300077
8.47989,47.41056,6.42840004
8.48168,47.41056,8.33259964
8.48348,47.41056,9.834799767
8.48528,47.41056,10.58419991
8.48707,47.41056,10.00549984
8.48887,47.41056,8.644399643
